"Quinoa, 0.25 cup",159,29g,2g,6g,0mg,9mg,0g,3g
"Homemade Broiled Chicken Breast - Chicken Breast, 4 oz",187,0g,2g,39g,99mg,111mg,0g,0g
TOTAL:,"1,543",171g,61g,87g,179mg,"2,180mg",48g,24g
18-Apr-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Organic - Spring Mix Salad, 1.5 cups",15,2g,0g,2g,0mg,38mg,1g,1g
"Quinoa, 0.35 cup",223,41g,3g,8g,0mg,12mg,0g,4g
"Homemade Broiled Chicken Breast - Chicken Breast, 4 oz",187,0g,2g,39g,99mg,111mg,0g,0g
"Coffee, 1 serving(s)",28,7g,0g,0g,0mg,0mg,6g,0g
Lunch,,,,,,,,
"Kirkland - Olive Oil, 0.5 tbsp",63,0g,7g,0g,0mg,0mg,0g,0g
"Peanut Butter and Pickle Sandwich, 0.5 serving(s)",334,26g,20g,16g,30mg,807mg,7g,6g
Dinner,,,,,,,,
"Organic - Spring Mix Salad, 0.67 cups",7,1g,0g,1g,0mg,17mg,0g,0g
"Mayonnaise - Mayo, 2 tablespoon",180,0g,20g,0g,10mg,180mg,0g,0g
"Aldi - Cheddar (Sliced), 2 slice",160,0g,14g,10g,40mg,260mg,#NAME?,#NAME?
"Aldi - Sliced Turkey Breast, 2.0 slices",60,0g,0g,4g,#NAME?,#NAME?,1g,0g
"Orowheat - 12 Grain Bread, 2 slice",200,28g,5g,8g,0mg,340mg,4g,6g
Snacks,,,,,,,,
"Jasmine Rice - Rice, 1 cup",160,36g,1g,3g,0mg,0mg,0g,1g
"chex mix - Chex Mix, 1.25 cup",300,53g,9g,5g,0mg,525mg,5g,3g
TOTAL:,"1,917",194g,81g,96g,179mg,"2,290mg",24g,21g
22-Apr-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Elevation - Lemon Bar, 1 Bar",180,27g,5g,9g,0mg,50mg,10g,4g
Lunch,,,,,,,,
"Coffee, 1 serving(s)",28,7g,0g,0g,0mg,0mg,6g,0g
"Rice Gourmet - Chicken Fried Rice, 1.25 cup (187 g)",250,42g,5g,11g,30mg,820mg,2g,2g
Dinner,,,,,,,,
"Aldi Southern Grove - Mixed Nuts, 0.25 c",190,5g,16g,7g,0mg,115mg,1g,1g
"Tropical Smoothie, 1 serving(s)",423,63g,6g,37g,90mg,170mg,45g,9g
"Jasmine Rice - Rice, 0.75 cup",120,27g,0g,2g,0mg,0mg,0g,1g
"Kimchi, 1 serving(s)",46,10g,1g,2g,0mg,422mg,4g,4g
Snacks,,,,,,,,
"Starburst Jelly Beans - Jelly Beans, 27 pieces (40g)",140,34g,0g,0g,0mg,0mg,27g,0g
"Butter - Salted, 1 pat (1"" sq, 1/3"" high)",36,0g,4g,0g,11mg,29mg,0g,0g
"Happy Farms - Finely Shredded Sharp Cheddar Cheese, 42 g",165,3g,14g,9g,38mg,270mg,0g,0g
"Orowheat - 12 Grain Bread, 2 slice",200,28g,5g,8g,0mg,340mg,4g,6g
TOTAL:,"1,778",246g,56g,85g,169mg,"2,216mg",99g,27g
23-Apr-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Spinach - Raw, 0.75 cup",5,1g,0g,1g,0mg,18mg,0g,0g
"Aldi - Sliced Turkey Breast, 2.0 slices",60,0g,0g,4g,#NAME?,#NAME?,1g,0g
"Aldi - Cheddar (Sliced), 2 slice",160,0g,14g,10g,40mg,260mg,#NAME?,#NAME?
"Mayonnaise - Mayo, 1.5 tablespoon",135,0g,15g,0g,8mg,135mg,0g,0g
"Orowheat - 12 Grain Bread, 2 slice",200,28g,5g,8g,0mg,340mg,4g,6g
Lunch,,,,,,,,
"Elevation - Lemon Bar, 1 Bar",180,27g,5g,9g,0mg,50mg,10g,4g
"Aldi Southern Grove - Mixed Nuts, 0.25 c",190,5g,16g,7g,0mg,115mg,1g,1g
"Roma Tomatoes - Roma Tomatoes, 0.33 tomato (62g)",4,1g,0g,0g,0mg,1mg,1g,0g
"Spinach - Raw, 1 cup",7,1g,0g,1g,0mg,24mg,0g,1g
"Never Any! - apple maple chicken breakfast sausage , 96 gram",180,6g,9g,15g,75mg,540mg,3g,0g
"Egg - Egg, 1 large",72,0g,5g,6g,186mg,71mg,0g,0g
Dinner,,,,,,,,
"Orowheat - 12 Grain Bread, 1 slice",100,14g,3g,4g,0mg,170mg,2g,3g
Snacks,,,,,,,,
"Starburst Jelly Beans - Jelly Beans, 67.5 pieces (40g)",350,85g,0g,0g,0mg,0mg,68g,0g
TOTAL:,"1,643",168g,72g,65g,309mg,"1,724mg",90g,15g
24-Apr-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Elevation - Lemon Bar, 1 Bar",180,27g,5g,9g,0mg,50mg,10g,4g
Lunch,,,,,,,,
"Coffee, 1 serving(s)",28,7g,0g,0g,0mg,0mg,6g,0g
"Quinoa, 0.5 cup",318,59g,5g,11g,0mg,18mg,0g,5g
"Homemade - Lemon Vinaigrette Dressing, 0.75 Tablespoons",47,1g,5g,0g,0mg,47mg,0g,0g
"Spinach - Raw, 1.5 cup",10,2g,0g,1g,0mg,36mg,0g,1g
"Mangos, raw, 1 fruit without refuse",202,50g,1g,3g,0mg,3mg,46g,5g
Dinner,,,,,,,,
"Minute Maid - Fruit Punch, 12 fl oz",135,38g,0g,0g,0mg,23mg,38g,0g
"Butter, whipped, with salt, 2 pat (1"" sq, 1/3"" high)",54,0g,6g,0g,17mg,50mg,0g,0g
"Spaghetti - Pasta, 3 ounces",300,62g,2g,11g,0mg,0mg,3g,3g
"Baked Veggies, 1 serving(s)",120,11g,7g,5g,0mg,306mg,5g,5g
"Salmon, 6 oz.",150,3g,2g,32g,68mg,360mg,0g,2g
TOTAL:,"1,544",260g,33g,72g,85mg,893mg,108g,25g
25-Apr-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Elevation - Lemon Bar, 1 Bar",180,27g,5g,9g,0mg,50mg,10g,4g
"Happy Farms - Finely Shredded Sharp Cheddar Cheese, 28 g",110,2g,9g,6g,25mg,180mg,0g,0g
"Baked Veggies, 1 serving(s)",120,11g,7g,5g,0mg,306mg,5g,5g
"elevation - protien powder, 24.5 grams",85,4g,1g,15g,40mg,43mg,1g,0g
"Coffee, 1 serving(s)",28,7g,0g,0g,0mg,0mg,6g,0g
Lunch,,,,,,,,
"Spaghetti - Pasta, 2 ounces",200,41g,1g,7g,0mg,0mg,2g,2g
"Salmon, 6 oz.",150,3g,2g,32g,68mg,360mg,0g,2g
Dinner,,,,,,,,
"Mcdonald's - New Signature Sauce, 2.5 container",250,8g,23g,0g,25mg,450mg,5g,0g
"Pepsi - Regular, 1.5 can",225,62g,0g,0g,0mg,45mg,62g,0g
"Mcdonald's - French Fries Medium, 1 Serving",340,44g,16g,4g,0mg,230mg,0g,4g
"Mcdonald's - 10 Chicken Mcnuggets, 1 container",470,30g,30g,22g,65mg,900mg,0g,2g
Snacks,,,,,,,,
"giant - lemon lime soda, 1 glass",100,27g,0g,0g,0mg,25mg,27g,0g
TOTAL:,"2,258",266g,94g,100g,223mg,"2,589mg",118g,19g
26-Apr-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Baked Veggies, 1 serving(s)",120,11g,7g,5g,0mg,306mg,5g,5g
Lunch,,,,,,,,
"Happy Farms - Finely Shredded Sharp Cheddar Cheese, 28 g",110,2g,9g,6g,25mg,180mg,0g,0g
"Baked Veggies, 1 serving(s)",120,11g,7g,5g,0mg,306mg,5g,5g
Dinner,,,,,,,,
"Jasmine Rice - Rice, 2 cup",320,72g,1g,6g,0mg,0mg,0g,2g
"Fusia Asian Inspirations - Reduced Sodium Soy Sauce, 0.2 tablespoon",3,0g,0g,0g,0mg,126mg,0g,0g
Snacks,,,,,,,,
"Klondike - Heath, 1 bar (74g)",230,27g,13g,3g,10mg,80mg,22g,0g
"Aldi - Cheddar (Sliced), 1 slice",80,0g,7g,5g,20mg,130mg,#NAME?,#NAME?
"Aldi - Sliced Turkey Breast, 1.0 slices",30,0g,0g,2g,#NAME?,#NAME?,0g,0g
TOTAL:,"1,013",123g,44g,32g,55mg,"1,128mg",32g,12g
29-Apr-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Coffee, 1 serving(s)",28,7g,0g,0g,0mg,0mg,6g,0g
Lunch,,,,,,,,
"salt - Kosher Salt, 0.13 tsp.",0,0g,0g,0g,0mg,140mg,0g,0g
"Roma Tomatoes - Roma Tomatoes, 0.5 tomato (62g)",6,1g,0g,0g,0mg,2mg,1g,0g
"Happy Farms - Finely Shredded Sharp Cheddar Cheese, 16.8 g",66,1g,5g,4g,15mg,108mg,0g,0g
"Baked Veggies, 0.5 serving(s)",60,6g,4g,3g,0mg,153mg,3g,3g
"Avocado - Avocado, 0.75 medium",176,9g,16g,2g,0mg,8mg,1g,8g
"Orowheat - 12 Grain Bread, 2 slice",200,28g,5g,8g,0mg,340mg,4g,6g
"Naked - Mighty Mango 10 oz. bottle, 1 bottle",180,43g,0g,1g,0mg,10mg,35g,0g
Dinner,,,,,,,,
"salt - Kosher Salt, 0.2 tsp.",0,0g,0g,0g,0mg,224mg,0g,0g
"Roasted - Asparagus, 0.5 Lb",77,11g,3g,6g,#NAME?,60mg,#NAME?,#NAME?
"Quinoa, 0.5 cup",318,59g,5g,11g,0mg,18mg,0g,5g
Snacks,,,,,,,,
"Reese's - Peanut Butter Eggs (from package), 16 pieces",800,88g,48g,12g,20mg,320mg,80g,4g
"Clancy's - Tortilla Chips - Restaurant Style, 3.5 oz (7chips)",525,67g,25g,11g,0mg,385mg,0g,4g
"Knoppers - Milk Hazelnut Wafer, 1 wafer ( 25gr)",140,14g,8g,2g,5mg,45mg,8g,1g
TOTAL:,"2,576",334g,119g,60g,40mg,"1,813mg",138g,31g
30-Apr-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"elevation - protien powder, 49 grams",170,8g,3g,30g,80mg,85mg,2g,0g
"Value Corner - Low Fat Milk (1%), 1 cup",110,13g,3g,9g,15mg,140mg,12g,0g
"Duck Duck Eggs - Duck Eggs, 1 egg",92,1g,10g,9g,442mg,73mg,1g,0g
"Coffee, 1 serving(s)",28,7g,0g,0g,0mg,0mg,6g,0g
"Roasted - Asparagus, 0.5 Lb",77,11g,3g,6g,#NAME?,60mg,#NAME?,#NAME?
Lunch,,,,,,,,
"Naked - Mighty Mango 10 oz. bottle, 1 bottle",180,43g,0g,1g,0mg,10mg,35g,0g
Dinner,,,,,,,,
"Butter - Salted, 1 pat (1"" sq, 1/3"" high)",36,0g,4g,0g,11mg,29mg,0g,0g
"Orowheat - 12 Grain Bread, 1 slice",100,14g,3g,4g,0mg,170mg,2g,3g
Snacks,,,,,,,,
"Laffy taffy - Taffy, 2 bars",70,15g,1g,0g,0mg,25mg,10g,0g
"Clancy's - Tortilla Chips - Restaurant Style, 1 oz (7chips)",150,19g,7g,3g,0mg,110mg,0g,1g
"Reese's - Peanut Butter Eggs (from package), 4 pieces",200,22g,12g,3g,5mg,80mg,20g,1g
TOTAL:,"1,213",153g,46g,65g,553mg,782mg,88g,5g
1-May-19,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Butter - Salted, 1 pat (1"" sq, 1/3"" high)",36,0g,4g,0g,11mg,29mg,0g,0g
"Orowheat - 12 Grain Bread, 1 slice",100,14g,3g,4g,0mg,170mg,2g,3g
Lunch,,,,,,,,
"Value Corner - Low Fat Milk (1%), 1 cup",110,13g,3g,9g,15mg,140mg,12g,0g
"elevation - protien powder, 49 grams",170,8g,3g,30g,80mg,85mg,2g,0g
"Aldi Southern Grove - Mixed Nuts, 0.25 c",190,5g,16g,7g,0mg,115mg,1g,1g
"Tomato Sandwich, 1 serving(s)",412,47g,22g,11g,10mg,619mg,10g,11g
"Pink Lady Apple - Pink Lady Apple, 1 Medium",72,19g,0g,0g,0mg,1mg,14g,3g
"Happy Farms - Finely Shredded Sharp Cheddar Cheese, 28 g",110,2g,9g,6g,25mg,180mg,0g,0g
"Aldi - Sliced Turkey Breast, 3 slices",90,0g,0g,6g,#NAME?,#NAME?,1g,0g
Dinner,,,,,,,,
"Soup, stock, chicken, home-prepared, 1.5 cup",130,13g,4g,9g,11mg,515mg,6g,0g
"Macaronis - Macaronis, 50 g",177,37g,0g,6g,0mg,0mg,0g,1g
Snacks,,,,,,,,
"Casa Mamitas - Shredded Beed Taquitos, 6 Taquitos",480,52g,24g,12g,30mg,660mg,2g,4g
"Knoppers - Milk Hazelnut Wafer, 1 wafer ( 25gr)",140,14g,8g,2g,5mg,45mg,8g,1g
"Pillsbury - Cinnamon Bun, 1 bun with icing",150,24g,5g,2g,0mg,340mg,10g,1g
TOTAL:,"2,367",248g,101g,104g,187mg,"2,899mg",68g,25g
